Sequence_ID,Direction,Sender,Recipient,Packet_Type,Transmission_Timestamp
2597,UPLINK,27,0,CNTRL-RTS,0.003246986701692967
2598,DOWNLINK,0,"27,",CNTRL-CTS,0.003247877073326715
2599,UPLINK,27,0,DATA-ULDATA,0.003247877073326715
2600,DOWNLINK,0,"27,",CNTRL-ACK,0.0032496086649563918
2604,DOWNLINK,0,"9,22,",CNTRL-CTA,0.0032523762253466072
2605,UPLINK,22,0,CNTRL-RTS,0.003252390712382873
2606,DOWNLINK,0,"22,",CNTRL-CTS,0.0032532987454766795
2607,UPLINK,22,0,DATA-ULDATA,0.0032532987454766795
2608,DOWNLINK,0,"22,",CNTRL-ACK,0.003255030337106356
2684,DOWNLINK,0,"6,",CNTRL-CTA,0.0033242193468617422
2685,UPLINK,6,0,CNTRL-RTS,0.0033242414072226665
2686,DOWNLINK,0,"6,",CNTRL-CTS,0.0033251418669918145
2687,UPLINK,6,0,DATA-ULDATA,0.0033251418669918145
2688,DOWNLINK,0,"6,",CNTRL-ACK,0.003326873458621491
2699,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.0033360986599222093
2700,UPLINK,11,0,CNTRL-RTS,0.003336151820184684
2701,DOWNLINK,0,"11,",CNTRL-CTS,0.0033370211800522816
2702,UPLINK,11,0,DATA-ULDATA,0.0033370211800522816
2703,DOWNLINK,0,"11,",CNTRL-ACK,0.0033387527716819583
2844,DOWNLINK,0,"1,",CNTRL-CTA,0.0034679055898920123
2845,UPLINK,1,0,CNTRL-RTS,0.0034679596819769446
2846,DOWNLINK,0,"1,",CNTRL-CTS,0.0034688281100220845
2847,UPLINK,1,0,DATA-ULDATA,0.0034688281100220845
2848,DOWNLINK,0,"1,",CNTRL-ACK,0.0034705597016517612
2907,DOWNLINK,0,"3,",CNTRL-CTA,0.0035240658691959264
2908,UPLINK,3,0,CNTRL-RTS,0.003524082636394313
2909,DOWNLINK,0,"3,",CNTRL-CTS,0.0035249883893259987
2910,UPLINK,3,0,DATA-ULDATA,0.0035249883893259987
2911,DOWNLINK,0,"3,",CNTRL-ACK,0.0035267199809556754
2942,DOWNLINK,0,"3,",CNTRL-CTA,0.00355439558485783
2943,UPLINK,3,0,CNTRL-RTS,0.0035544123520562165
2944,DOWNLINK,0,"3,",CNTRL-CTS,0.003555318104987902
2945,UPLINK,3,0,DATA-ULDATA,0.003555318104987902
2946,DOWNLINK,0,"3,",CNTRL-ACK,0.003557049696617579
2955,DOWNLINK,0,"20,",CNTRL-CTA,0.0035644298576581533
2956,UPLINK,20,0,CNTRL-RTS,0.003564467894852284
2957,DOWNLINK,0,"20,",CNTRL-CTS,0.0035653523777882255
2958,UPLINK,20,0,DATA-ULDATA,0.0035653523777882255
2959,DOWNLINK,0,"20,",CNTRL-ACK,0.0035670839694179023
3035,DOWNLINK,0,"9,22,",CNTRL-CTA,0.0036362729791732883
3036,UPLINK,22,0,CNTRL-RTS,0.0036362874662095542
3037,DOWNLINK,0,"22,",CNTRL-CTS,0.0036371954993033606
3038,UPLINK,22,0,DATA-ULDATA,0.0036371954993033606
3039,DOWNLINK,0,"22,",CNTRL-ACK,0.0036389270909330373
3070,DOWNLINK,0,"9,22,",CNTRL-CTA,0.0036666026948351917
3071,UPLINK,22,0,CNTRL-RTS,0.0036666171818714576
3072,DOWNLINK,0,"22,",CNTRL-CTS,0.003667525214965264
3073,UPLINK,22,0,DATA-ULDATA,0.003667525214965264
3074,DOWNLINK,0,"22,",CNTRL-ACK,0.0036692568065949407
3159,DOWNLINK,0,"15,26,",CNTRL-CTA,0.003746748497520973
3160,UPLINK,26,0,CNTRL-RTS,0.003746760943545194
3161,DOWNLINK,0,"26,",CNTRL-CTS,0.0037476710176510453
3162,UPLINK,26,0,DATA-ULDATA,0.0037476710176510453
3163,DOWNLINK,0,"26,",CNTRL-ACK,0.003749402609280722
3173,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.0037577052904513683
3174,UPLINK,14,0,CNTRL-RTS,0.0037577523593234972
3175,DOWNLINK,0,"14,",CNTRL-CTS,0.0037586278105814406
3176,UPLINK,14,0,DATA-ULDATA,0.0037586278105814406
3177,DOWNLINK,0,"14,",CNTRL-ACK,0.0037603594022111173
3224,DOWNLINK,0,"12,21,",CNTRL-CTA,0.0038027953281944207
3225,UPLINK,12,0,CNTRL-RTS,0.0038028262729551043
3226,DOWNLINK,0,"12,",CNTRL-CTS,0.003803717848324493
3227,UPLINK,12,0,DATA-ULDATA,0.003803717848324493
3228,DOWNLINK,0,"12,",CNTRL-ACK,0.0038054494399541697
3243,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.003818364721775175
3244,UPLINK,2,0,CNTRL-RTS,0.003818407305605009
3245,DOWNLINK,0,"2,",CNTRL-CTS,0.0038192872419052473
3246,UPLINK,2,0,DATA-ULDATA,0.0038192872419052473
3247,DOWNLINK,0,"2,",CNTRL-ACK,0.003821018833534924
3278,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.0038486944374370785
3279,UPLINK,2,0,CNTRL-RTS,0.0038487370212669124
3280,DOWNLINK,0,"2,",CNTRL-CTS,0.0038496169575671507
3281,UPLINK,2,0,DATA-ULDATA,0.0038496169575671507
3282,DOWNLINK,0,"2,",CNTRL-ACK,0.0038513485491968274
3307,DOWNLINK,0,"5,27,",CNTRL-CTA,0.003873489032318551
3308,UPLINK,5,0,CNTRL-RTS,0.003873503328551774
3309,UPLINK,27,0,CNTRL-RTS,0.0038735211808148752
3310,DOWNLINK,0,"5,27,",CNTRL-CTS,0.0038744115524486232
3311,UPLINK,5,0,DATA-ULDATA,0.0038744115524486232
3312,UPLINK,27,0,DATA-ULDATA,0.0038761431440783
3313,DOWNLINK,0,"5,27,",CNTRL-ACK,0.0038778747357079766
3342,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.0039037052993499874
3343,UPLINK,8,0,CNTRL-RTS,0.0039037586158040985
3344,DOWNLINK,0,"8,",CNTRL-CTS,0.0039046278194800597
3345,UPLINK,8,0,DATA-ULDATA,0.0039046278194800597
3346,DOWNLINK,0,"8,",CNTRL-ACK,0.003906359411109736
3366,DOWNLINK,0,"6,",CNTRL-CTA,0.003923887293581109
3367,UPLINK,6,0,CNTRL-RTS,0.003923909353942034
3368,DOWNLINK,0,"6,",CNTRL-CTS,0.0039248098137111805
3369,UPLINK,6,0,DATA-ULDATA,0.0039248098137111805
3370,DOWNLINK,0,"6,",CNTRL-ACK,0.003926541405340857
3443,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.003992962854706059
3444,UPLINK,10,0,CNTRL-RTS,0.003992984638295381
3445,DOWNLINK,0,"10,",CNTRL-CTS,0.00399388537483613
3446,UPLINK,10,0,DATA-ULDATA,0.00399388537483613
3447,DOWNLINK,0,"10,",CNTRL-ACK,0.003995616966465806
3474,DOWNLINK,0,"24,",CNTRL-CTA,0.004019602489847685
3475,UPLINK,24,0,CNTRL-RTS,0.004019654435431428
3476,DOWNLINK,0,"24,",CNTRL-CTS,0.004020525009977756
3477,UPLINK,24,0,DATA-ULDATA,0.004020525009977756
3478,DOWNLINK,0,"24,",CNTRL-ACK,0.004022256601607432
3518,DOWNLINK,0,"16,18,",CNTRL-CTA,0.00405823488668025
3519,UPLINK,16,0,CNTRL-RTS,0.0040582776368935595
3520,DOWNLINK,0,"16,",CNTRL-CTS,0.004059157406810321
3521,UPLINK,16,0,DATA-ULDATA,0.004059157406810321
3522,DOWNLINK,0,"16,",CNTRL-ACK,0.004060888998439998
3525,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.004062734038700142
3526,UPLINK,14,0,CNTRL-RTS,0.004062781107572271
3527,DOWNLINK,0,"14,",CNTRL-CTS,0.004063656558830214
3528,UPLINK,14,0,DATA-ULDATA,0.004063656558830214
3529,DOWNLINK,0,"14,",CNTRL-ACK,0.00406538815045989
3571,DOWNLINK,0,"23,",CNTRL-CTA,0.004103211475792852
3572,UPLINK,23,0,CNTRL-RTS,0.004103266139956209
3573,DOWNLINK,0,"23,",CNTRL-CTS,0.004104133995922923
3574,UPLINK,23,0,DATA-ULDATA,0.004104133995922923
3575,DOWNLINK,0,"23,",CNTRL-ACK,0.0041058655875526
3620,DOWNLINK,0,"5,27,",CNTRL-CTA,0.0041464564732757786
3621,UPLINK,27,0,CNTRL-RTS,0.004146488621772104
3622,DOWNLINK,0,"27,",CNTRL-CTS,0.00414737899340585
3623,UPLINK,27,0,DATA-ULDATA,0.00414737899340585
3624,DOWNLINK,0,"27,",CNTRL-ACK,0.004149110585035526
3645,DOWNLINK,0,"20,",CNTRL-CTA,0.004167560987636971
3646,UPLINK,20,0,CNTRL-RTS,0.004167599024831103
3647,DOWNLINK,0,"20,",CNTRL-CTS,0.0041684835077670426
3648,UPLINK,20,0,DATA-ULDATA,0.0041684835077670426
3649,DOWNLINK,0,"20,",CNTRL-ACK,0.004170215099396719
3787,DOWNLINK,0,"9,22,",CNTRL-CTA,0.004296600357216617
3788,UPLINK,22,0,CNTRL-RTS,0.004296614844252883
3789,DOWNLINK,0,"22,",CNTRL-CTS,0.004297522877346688
3790,UPLINK,22,0,DATA-ULDATA,0.004297522877346688
3791,DOWNLINK,0,"22,",CNTRL-ACK,0.0042992544689763644
3824,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.004328775113138676
3825,UPLINK,2,0,CNTRL-RTS,0.00432881769696851
3826,DOWNLINK,0,"2,",CNTRL-CTS,0.004329697633268748
3827,UPLINK,2,0,DATA-ULDATA,0.004329697633268748
3828,DOWNLINK,0,"2,",CNTRL-ACK,0.004331429224898424
3890,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.004387702952832831
3891,UPLINK,13,0,CNTRL-RTS,0.004387721002774494
3892,UPLINK,17,0,CNTRL-RTS,0.0043877508422885516
3893,DOWNLINK,0,"13,17,",CNTRL-CTS,0.0043886254729629025
3894,UPLINK,13,0,DATA-ULDATA,0.0043886254729629025
3895,UPLINK,17,0,DATA-ULDATA,0.004390357064592579
3896,DOWNLINK,0,"13,17,",CNTRL-ACK,0.004392088656222255
3905,DOWNLINK,0,"1,",CNTRL-CTA,0.004399468817262833
3906,UPLINK,1,0,CNTRL-RTS,0.004399522909347766
3907,DOWNLINK,0,"1,",CNTRL-CTS,0.0044003913373929044
3908,UPLINK,1,0,DATA-ULDATA,0.0044003913373929044
3909,DOWNLINK,0,"1,",CNTRL-ACK,0.004402122929022581
3944,DOWNLINK,0,"19,",CNTRL-CTA,0.004433488613445037
3945,UPLINK,19,0,CNTRL-RTS,0.004433528083064118
3946,DOWNLINK,0,"19,",CNTRL-CTS,0.0044344111335751085
3947,UPLINK,19,0,DATA-ULDATA,0.0044344111335751085
3948,DOWNLINK,0,"19,",CNTRL-ACK,0.004436142725204785
3956,DOWNLINK,0,"15,26,",CNTRL-CTA,0.0044426003661152905
3957,UPLINK,26,0,CNTRL-RTS,0.004442612812139512
3958,DOWNLINK,0,"26,",CNTRL-CTS,0.004443522886245362
3959,UPLINK,26,0,DATA-ULDATA,0.004443522886245362
3960,DOWNLINK,0,"26,",CNTRL-ACK,0.004445254477875038
3964,DOWNLINK,0,"5,27,",CNTRL-CTA,0.004448022038265255
3965,UPLINK,27,0,CNTRL-RTS,0.00444805418676158
3966,DOWNLINK,0,"27,",CNTRL-CTS,0.004448944558395326
3967,UPLINK,27,0,DATA-ULDATA,0.004448944558395326
3968,DOWNLINK,0,"27,",CNTRL-ACK,0.004450676150025003
3997,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.0044765067136670255
3998,UPLINK,8,0,CNTRL-RTS,0.004476560030121137
3999,DOWNLINK,0,"8,",CNTRL-CTS,0.004477429233797097
4000,UPLINK,8,0,DATA-ULDATA,0.004477429233797097
4001,DOWNLINK,0,"8,",CNTRL-ACK,0.004479160825426773
4043,DOWNLINK,0,"7,",CNTRL-CTA,0.004516984150759735
4044,UPLINK,7,0,CNTRL-RTS,0.004517036584698508
4045,DOWNLINK,0,"7,",CNTRL-CTS,0.004517906670889807
4046,UPLINK,7,0,DATA-ULDATA,0.004517906670889807
4047,DOWNLINK,0,"7,",CNTRL-ACK,0.004519638262519483
4100,DOWNLINK,0,"5,27,",CNTRL-CTA,0.00456760930928324
4101,UPLINK,27,0,CNTRL-RTS,0.004567641457779565
4102,DOWNLINK,0,"27,",CNTRL-CTS,0.004568531829413311
4103,UPLINK,27,0,DATA-ULDATA,0.004568531829413311
4104,DOWNLINK,0,"27,",CNTRL-ACK,0.0045702634210429876
4113,DOWNLINK,0,"7,",CNTRL-CTA,0.0045776435820835655
4114,UPLINK,7,0,CNTRL-RTS,0.004577696016022338
4115,DOWNLINK,0,"7,",CNTRL-CTS,0.004578566102213637
4116,UPLINK,7,0,DATA-ULDATA,0.004578566102213637
4117,DOWNLINK,0,"7,",CNTRL-ACK,0.004580297693843313
4209,DOWNLINK,0,"25,",CNTRL-CTA,0.004664247025679888
4210,UPLINK,25,0,CNTRL-RTS,0.004664286832406274
4211,DOWNLINK,0,"25,",CNTRL-CTS,0.004665169545809959
4212,UPLINK,25,0,DATA-ULDATA,0.004665169545809959
4213,DOWNLINK,0,"25,",CNTRL-ACK,0.004666901137439635
4273,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.004721329825113898
4274,UPLINK,17,0,CNTRL-RTS,0.0047213777145696184
4275,DOWNLINK,0,"17,",CNTRL-CTS,0.004722252345243969
4276,UPLINK,17,0,DATA-ULDATA,0.004722252345243969
4277,DOWNLINK,0,"17,",CNTRL-ACK,0.004723983936873646
4339,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.004780257664808053
4340,UPLINK,13,0,CNTRL-RTS,0.004780275714749716
4341,DOWNLINK,0,"13,",CNTRL-CTS,0.004781180184938124
4342,UPLINK,13,0,DATA-ULDATA,0.004781180184938124
4343,DOWNLINK,0,"13,",CNTRL-ACK,0.0047829117765678004
4397,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.00483180534346163
4398,UPLINK,10,0,CNTRL-RTS,0.004831827127050952
4399,DOWNLINK,0,"10,",CNTRL-CTS,0.004832727863591701
4400,UPLINK,10,0,DATA-ULDATA,0.004832727863591701
4401,DOWNLINK,0,"10,",CNTRL-ACK,0.004834459455221377
4409,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.004840917096131883
4410,UPLINK,17,0,CNTRL-RTS,0.004840964985587603
4411,DOWNLINK,0,"17,",CNTRL-CTS,0.004841839616261954
4412,UPLINK,17,0,DATA-ULDATA,0.004841839616261954
4413,DOWNLINK,0,"17,",CNTRL-ACK,0.004843571207891631
4531,DOWNLINK,0,"5,27,",CNTRL-CTA,0.004951506063110084
4532,UPLINK,5,0,CNTRL-RTS,0.004951520359343307
4533,DOWNLINK,0,"5,",CNTRL-CTS,0.004952428583240155
4534,UPLINK,5,0,DATA-ULDATA,0.004952428583240155
4535,DOWNLINK,0,"5,",CNTRL-ACK,0.004954160174869831
4566,DOWNLINK,0,"5,27,",CNTRL-CTA,0.004981835778771999
4567,UPLINK,5,0,CNTRL-RTS,0.004981850075005222
4568,DOWNLINK,0,"5,",CNTRL-CTS,0.00498275829890207
4569,UPLINK,5,0,DATA-ULDATA,0.00498275829890207
4570,DOWNLINK,0,"5,",CNTRL-ACK,0.004984489890531746
4630,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.005038918578206009
4631,UPLINK,10,0,CNTRL-RTS,0.005038940361795331
4632,DOWNLINK,0,"10,",CNTRL-CTS,0.00503984109833608
4633,UPLINK,10,0,DATA-ULDATA,0.00503984109833608
4634,DOWNLINK,0,"10,",CNTRL-ACK,0.005041572689965757
4673,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.005076628454908502
4674,UPLINK,2,0,CNTRL-RTS,0.005076671038738336
4675,DOWNLINK,0,"2,",CNTRL-CTS,0.0050775509750385734
4676,UPLINK,2,0,DATA-ULDATA,0.0050775509750385734
4677,DOWNLINK,0,"2,",CNTRL-ACK,0.00507928256666825
4731,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.005128176133562079
4732,UPLINK,11,0,CNTRL-RTS,0.005128229293824554
4733,DOWNLINK,0,"11,",CNTRL-CTS,0.00512909865369215
4734,UPLINK,11,0,DATA-ULDATA,0.00512909865369215
4735,DOWNLINK,0,"11,",CNTRL-ACK,0.0051308302453218265
4758,DOWNLINK,0,"20,",CNTRL-CTA,0.005151125688183416
4759,UPLINK,20,0,CNTRL-RTS,0.005151163725377547
4760,DOWNLINK,0,"20,",CNTRL-CTS,0.005152048208313487
4761,UPLINK,20,0,DATA-ULDATA,0.005152048208313487
4762,DOWNLINK,0,"20,",CNTRL-ACK,0.005153779799943164
4772,DOWNLINK,0,"5,27,",CNTRL-CTA,0.005162082481113814
4773,UPLINK,5,0,CNTRL-RTS,0.005162096777347037
4774,DOWNLINK,0,"5,",CNTRL-CTS,0.005163005001243885
4775,UPLINK,5,0,DATA-ULDATA,0.005163005001243885
4776,DOWNLINK,0,"5,",CNTRL-ACK,0.0051647365928735615
4832,DOWNLINK,0,"24,",CNTRL-CTA,0.005215475200027535
4833,UPLINK,24,0,CNTRL-RTS,0.005215527145611278
4834,DOWNLINK,0,"24,",CNTRL-CTS,0.0052163977201576065
4835,UPLINK,24,0,DATA-ULDATA,0.0052163977201576065
4836,DOWNLINK,0,"24,",CNTRL-ACK,0.005218129311787283
4885,DOWNLINK,0,"3,",CNTRL-CTA,0.005262410278030751
4886,UPLINK,3,0,CNTRL-RTS,0.005262427045229137
4887,DOWNLINK,0,"3,",CNTRL-CTS,0.005263332798160822
4888,UPLINK,3,0,DATA-ULDATA,0.005263332798160822
4889,DOWNLINK,0,"3,",CNTRL-ACK,0.005265064389790498
4935,DOWNLINK,0,"15,26,",CNTRL-CTA,0.0053065777956437495
4936,UPLINK,26,0,CNTRL-RTS,0.005306590241667971
4937,DOWNLINK,0,"26,",CNTRL-CTS,0.005307500315773821
4938,UPLINK,26,0,DATA-ULDATA,0.005307500315773821
4939,DOWNLINK,0,"26,",CNTRL-ACK,0.005309231907403497
4951,DOWNLINK,0,"25,",CNTRL-CTA,0.005319379628834292
4952,UPLINK,25,0,CNTRL-RTS,0.005319419435560678
4953,DOWNLINK,0,"25,",CNTRL-CTS,0.005320302148964363
4954,UPLINK,25,0,DATA-ULDATA,0.005320302148964363
4955,DOWNLINK,0,"25,",CNTRL-ACK,0.0053220337405940395
4976,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.0053404841431954845
4977,UPLINK,10,0,CNTRL-RTS,0.005340505926784807
4978,DOWNLINK,0,"10,",CNTRL-CTS,0.005341406663325556
4979,UPLINK,10,0,DATA-ULDATA,0.005341406663325556
4980,DOWNLINK,0,"10,",CNTRL-ACK,0.005343138254955232
4999,DOWNLINK,0,"23,",CNTRL-CTA,0.005359743617296533
5000,UPLINK,23,0,CNTRL-RTS,0.00535979828145989
5001,DOWNLINK,0,"23,",CNTRL-CTS,0.005360666137426604
5002,UPLINK,23,0,DATA-ULDATA,0.005360666137426604
5003,DOWNLINK,0,"23,",CNTRL-ACK,0.00536239772905628
5015,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.005372545450487075
5016,UPLINK,10,0,CNTRL-RTS,0.005372567234076397
5017,DOWNLINK,0,"10,",CNTRL-CTS,0.005373467970617146
5018,UPLINK,10,0,DATA-ULDATA,0.005373467970617146
5019,DOWNLINK,0,"10,",CNTRL-ACK,0.005375199562246823
5074,DOWNLINK,0,"12,21,",CNTRL-CTA,0.005425015649270724
5075,UPLINK,21,0,CNTRL-RTS,0.005425039768491617
5076,DOWNLINK,0,"21,",CNTRL-CTS,0.005425938169400795
5077,UPLINK,21,0,DATA-ULDATA,0.005425938169400795
5078,DOWNLINK,0,"21,",CNTRL-ACK,0.005427669761030472
5083,DOWNLINK,0,"15,26,",CNTRL-CTA,0.005431359841550761
5084,UPLINK,26,0,CNTRL-RTS,0.005431372287574982
5085,DOWNLINK,0,"26,",CNTRL-CTS,0.005432282361680832
5086,UPLINK,26,0,DATA-ULDATA,0.005432282361680832
5087,DOWNLINK,0,"26,",CNTRL-ACK,0.005434013953310508
5156,DOWNLINK,0,"16,18,",CNTRL-CTA,0.005496745322155421
5157,UPLINK,16,0,CNTRL-RTS,0.005496788072368731
5158,DOWNLINK,0,"16,",CNTRL-CTS,0.005497667842285493
5159,UPLINK,16,0,DATA-ULDATA,0.005497667842285493
5160,DOWNLINK,0,"16,",CNTRL-ACK,0.005499399433915169
5337,DOWNLINK,0,"24,",CNTRL-CTA,0.0056617629768078844
5338,UPLINK,24,0,CNTRL-RTS,0.005661814922391628
5339,DOWNLINK,0,"24,",CNTRL-CTS,0.005662685496937956
5340,UPLINK,24,0,DATA-ULDATA,0.005662685496937956
5341,DOWNLINK,0,"24,",CNTRL-ACK,0.005664417088567632
5449,DOWNLINK,0,"7,",CNTRL-CTA,0.005763126742485363
5450,UPLINK,7,0,CNTRL-RTS,0.005763179176424135
5451,DOWNLINK,0,"7,",CNTRL-CTS,0.005764049262615434
5452,UPLINK,7,0,DATA-ULDATA,0.005764049262615434
5453,DOWNLINK,0,"7,",CNTRL-ACK,0.00576578085424511
5456,DOWNLINK,0,"3,",CNTRL-CTA,0.005767625894505255
5457,UPLINK,3,0,CNTRL-RTS,0.0057676426617036414
5458,DOWNLINK,0,"3,",CNTRL-CTS,0.005768548414635326
5459,UPLINK,3,0,DATA-ULDATA,0.005768548414635326
5460,DOWNLINK,0,"3,",CNTRL-ACK,0.005770280006265002
5492,DOWNLINK,0,"4,",CNTRL-CTA,0.005798878130297242
5493,UPLINK,4,0,CNTRL-RTS,0.005798910566397643
5494,DOWNLINK,0,"4,",CNTRL-CTS,0.0057998006504273135
5495,UPLINK,4,0,DATA-ULDATA,0.0057998006504273135
5496,DOWNLINK,0,"4,",CNTRL-ACK,0.00580153224205699
5498,DOWNLINK,0,"1,",CNTRL-CTA,0.005802454762187062
5499,UPLINK,1,0,CNTRL-RTS,0.005802508854271995
5500,DOWNLINK,0,"1,",CNTRL-CTS,0.005803377282317133
5501,UPLINK,1,0,DATA-ULDATA,0.005803377282317133
5502,DOWNLINK,0,"1,",CNTRL-ACK,0.00580510887394681
5624,DOWNLINK,0,"4,",CNTRL-CTA,0.005916733809685552
5625,UPLINK,4,0,CNTRL-RTS,0.005916766245785953
5626,DOWNLINK,0,"4,",CNTRL-CTS,0.005917656329815623
5627,UPLINK,4,0,DATA-ULDATA,0.005917656329815623
5628,DOWNLINK,0,"4,",CNTRL-ACK,0.005919387921445299
5644,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.005933225723396383
5645,UPLINK,11,0,CNTRL-RTS,0.005933278883658858
5646,DOWNLINK,0,"11,",CNTRL-CTS,0.005934148243526454
5647,UPLINK,11,0,DATA-ULDATA,0.005934148243526454
5648,DOWNLINK,0,"11,",CNTRL-ACK,0.005935879835156131
5662,DOWNLINK,0,"3,",CNTRL-CTA,0.00594787259684707
5663,UPLINK,3,0,CNTRL-RTS,0.005947889364045457
5664,DOWNLINK,0,"3,",CNTRL-CTS,0.005948795116977141
5665,UPLINK,3,0,DATA-ULDATA,0.005948795116977141
5666,DOWNLINK,0,"3,",CNTRL-ACK,0.005950526708606818
5681,DOWNLINK,0,"15,26,",CNTRL-CTA,0.005963441990427829
5682,UPLINK,26,0,CNTRL-RTS,0.005963454436452051
5683,DOWNLINK,0,"26,",CNTRL-CTS,0.0059643645105579
5684,UPLINK,26,0,DATA-ULDATA,0.0059643645105579
5685,DOWNLINK,0,"26,",CNTRL-ACK,0.005966096102187577
5687,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.005967018622317649
5688,UPLINK,10,0,CNTRL-RTS,0.005967040405906971
5689,DOWNLINK,0,"10,",CNTRL-CTS,0.00596794114244772
5690,UPLINK,10,0,DATA-ULDATA,0.00596794114244772
5691,DOWNLINK,0,"10,",CNTRL-ACK,0.005969672734077397
5724,DOWNLINK,0,"5,27,",CNTRL-CTA,0.0059991933782397085
5725,UPLINK,5,0,CNTRL-RTS,0.005999207674472932
5726,DOWNLINK,0,"5,",CNTRL-CTS,0.00600011589836978
5727,UPLINK,5,0,DATA-ULDATA,0.00600011589836978
5728,DOWNLINK,0,"5,",CNTRL-ACK,0.006001847489999456
5731,DOWNLINK,0,"16,18,",CNTRL-CTA,0.006003692530259601
5732,UPLINK,18,0,CNTRL-RTS,0.0060037401089964755
5733,DOWNLINK,0,"18,",CNTRL-CTS,0.006004615050389672
5734,UPLINK,18,0,DATA-ULDATA,0.006004615050389672
5735,DOWNLINK,0,"18,",CNTRL-ACK,0.006006346642019348
5738,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.006008191682279493
5739,UPLINK,2,0,CNTRL-RTS,0.006008234266109327
5740,DOWNLINK,0,"2,",CNTRL-CTS,0.006009114202409564
5741,UPLINK,2,0,DATA-ULDATA,0.006009114202409564
5742,DOWNLINK,0,"2,",CNTRL-ACK,0.0060108457940392405
5829,DOWNLINK,0,"5,27,",CNTRL-CTA,0.006090182525225454
5830,UPLINK,27,0,CNTRL-RTS,0.006090214673721779
5831,DOWNLINK,0,"27,",CNTRL-CTS,0.006091105045355525
5832,UPLINK,27,0,DATA-ULDATA,0.006091105045355525
5833,DOWNLINK,0,"27,",CNTRL-ACK,0.0060928366369852015
5858,DOWNLINK,0,"24,",CNTRL-CTA,0.006114977120106935
5859,UPLINK,24,0,CNTRL-RTS,0.006115029065690679
5860,DOWNLINK,0,"24,",CNTRL-CTS,0.006115899640237007
5861,UPLINK,24,0,DATA-ULDATA,0.006115899640237007
5862,DOWNLINK,0,"24,",CNTRL-ACK,0.006117631231866683
5890,DOWNLINK,0,"12,21,",CNTRL-CTA,0.006142539275378634
5891,UPLINK,12,0,CNTRL-RTS,0.006142570220139317
5892,DOWNLINK,0,"12,",CNTRL-CTS,0.006143461795508705
5893,UPLINK,12,0,DATA-ULDATA,0.006143461795508705
5894,DOWNLINK,0,"12,",CNTRL-ACK,0.006145193387138381
5916,DOWNLINK,0,"4,",CNTRL-CTA,0.006164566309869899
5917,UPLINK,4,0,CNTRL-RTS,0.0061645987459703
5918,DOWNLINK,0,"4,",CNTRL-CTS,0.00616548882999997
5919,UPLINK,4,0,DATA-ULDATA,0.00616548882999997
5920,DOWNLINK,0,"4,",CNTRL-ACK,0.006167220421629646
5942,DOWNLINK,0,"9,22,",CNTRL-CTA,0.0061865933443611635
5943,UPLINK,22,0,CNTRL-RTS,0.006186607831397429
5944,DOWNLINK,0,"22,",CNTRL-CTS,0.006187515864491235
5945,UPLINK,22,0,DATA-ULDATA,0.006187515864491235
5946,DOWNLINK,0,"22,",CNTRL-ACK,0.006189247456120911
6072,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.006304562472379942
6073,UPLINK,14,0,CNTRL-RTS,0.006304609541252071
6074,DOWNLINK,0,"14,",CNTRL-CTS,0.0063054849925100135
6075,UPLINK,14,0,DATA-ULDATA,0.0063054849925100135
6076,DOWNLINK,0,"14,",CNTRL-ACK,0.00630721658413969
6095,DOWNLINK,0,"24,",CNTRL-CTA,0.00632382194648099
6096,UPLINK,24,0,CNTRL-RTS,0.0063238738920647335
6097,DOWNLINK,0,"24,",CNTRL-CTS,0.006324744466611062
6098,UPLINK,24,0,DATA-ULDATA,0.006324744466611062
6099,DOWNLINK,0,"24,",CNTRL-ACK,0.006326476058240738
6154,DOWNLINK,0,"6,",CNTRL-CTA,0.006376292145264639
6155,UPLINK,6,0,CNTRL-RTS,0.006376314205625564
6156,DOWNLINK,0,"6,",CNTRL-CTS,0.006377214665394711
6157,UPLINK,6,0,DATA-ULDATA,0.006377214665394711
6158,DOWNLINK,0,"6,",CNTRL-ACK,0.006378946257024387
